Code.essai;Date;Observateurs;Scribe;Stade.phenologique;Maladie;Organe;Placette;Bloc;X.;Valeur
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;D1;D;70;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;D1;D;71;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;D1;D;72;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;D1;D;73;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;D1;D;74;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;D1;D;75;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;D1;D;76;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;D1;D;77;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;D1;D;78;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;D1;D;79;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;D1;D;80;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;D1;D;81;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;D1;D;82;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;D1;D;83;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;D1;D;84;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;D1;D;85;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;D1;D;86;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;D1;D;87;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;D1;D;88;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;D1;D;89;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;D1;D;90;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;D1;D;91;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;D1;D;92;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;D1;D;93;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;D1;D;94;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;D1;D;95;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;D1;D;96;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;D1;D;97;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;D1;D;98;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;D1;D;99;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;D1;D;100;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;1;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;2;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;3;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;4;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;5;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;6;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;7;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;8;3
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;9;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;10;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;11;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;12;4
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;13;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;14;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;15;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;16;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;17;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;18;3
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;19;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;20;4
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;21;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;22;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;23;4
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;24;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;25;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;26;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;27;5
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;28;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;29;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;30;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;31;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;32;3
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;33;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;34;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;35;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;36;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;37;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;38;3
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;39;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;40;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;41;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;42;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;43;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;44;5
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;45;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;46;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;47;7
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;48;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;49;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;50;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;51;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;52;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;53;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;54;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;55;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;56;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;57;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;58;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;59;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;60;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;61;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;62;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;63;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;64;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;65;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;66;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;67;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;68;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;69;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;70;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;71;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;72;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;73;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;74;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;75;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;76;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;77;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;78;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;79;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;80;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;81;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;82;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;83;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;84;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;85;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;86;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;87;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;88;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;89;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;90;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;91;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;92;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;93;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;94;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;95;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;96;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;97;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;98;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;99;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;A2;A;100;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;1;6
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;2;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;3;3
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;4;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;5;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;6;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;7;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;8;3
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;9;3
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;10;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;11;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;12;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;13;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;14;4
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;15;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;16;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;17;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;18;6
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;19;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;20;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;21;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;22;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;23;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;24;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;25;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;26;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;27;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;28;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;29;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;30;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;31;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;32;10
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;33;12
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;34;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;35;3
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;36;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;37;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;38;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;39;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;40;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;41;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;42;4
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;43;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;44;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;45;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;46;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;47;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;48;3
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;49;4
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;50;3
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;51;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;52;3
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;53;4
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;54;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;55;4
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;56;3
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;57;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;58;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;59;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;60;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;61;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;62;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;63;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;64;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;65;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;66;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;67;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;68;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;69;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;70;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;71;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;72;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;73;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;74;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;75;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;76;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;77;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;78;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;79;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;80;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;81;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;82;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;83;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;84;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;85;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;86;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;87;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;88;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;89;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;90;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;91;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;92;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;93;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;94;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;95;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;96;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;97;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;98;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;99;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;B2;B;100;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;1;3
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;2;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;3;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;4;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;5;5
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;6;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;7;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;8;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;9;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;10;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;11;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;12;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;13;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;14;3
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;15;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;16;3
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;17;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;18;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;19;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;20;3
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;21;2
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;22;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;23;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;24;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;25;1
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;26;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;27;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;28;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;29;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;30;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;31;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;32;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;33;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;34;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;35;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;36;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;37;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;38;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;39;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;40;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;41;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;42;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;43;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;44;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;45;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;46;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;47;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;48;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;49;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;50;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;51;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;52;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;53;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;54;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;55;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;56;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;57;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;58;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;59;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;60;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;61;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;62;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;63;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;64;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;65;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;66;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;67;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;68;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;69;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;70;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;71;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;72;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;73;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;74;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;75;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;76;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;77;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;78;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;79;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;80;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;81;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;82;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;83;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;84;0
teisso_2024;17/06/2024;ET ML;BD;71;Mildiou;Feuille;C2;C;85;0
